is_negative,is_netral,is_positive,to_drop,full_text,,,,,,,,,,,,,
,1,,,Ya kan deepseek juga bisa pak... Malah bisa semua bahasa maybe yang rada2 cuman bahasa arab Bro thinks they're cooking https://t.co/S1TvfEcORI,,,,,,,,,,,,,
,1,,,Kalo baca isinya sih dia masih refer ke deepseek untuk model yang dipake karena open source. Tapi yang berapa parameter? Metode yang dipakai apa? Distillation kah? Bakal ada papernya?,,,,,,,,,,,,,
,1,,,@TirtoID pertama big data lalu lanjut metaverse ditambah lg coretax tai ayam terus sekarang deepseek? neraka deh buat lo https://t.co/kG21NhbxmH,,,,,,,,,,,,,
,,1,,@ARSIPAJA maaf tidak bermaksud merendahkan para ahli di bidang IT pemerintahan tapi coretax aja 1T hasilnya gitu apalagi semecam Deepseek mau berapa T dan SEBAGUS apa hasilnya?,,,,,,,,,,,,,
,1,,,Kan deepseek teh AI bukan aplikasi. Ya kalau bikin aplikasi terus pake API dan model nya deepseek mah kagak se-istimewa yang ente kira lord dan yang jelas kagak perlu biaya gede gede loh ya Ya kali make AI orang tp aplikasinya lebih mahal drpd AI-nya wkwkwk,,,,,,,,,,,,,
,1,,,@DeepSolanaa @TeamDeepseek $ZAI AI agent by Deepseek CA: 8vwqxHGz1H4XxyKajr99Yxm65HjYNVtqtCNoM2yWb13e,,,,,,,,,,,,,
,1,,,@TirtoID Dulu big data metaverse Skrg deepseek Latah teroooosssss,,,,,,,,,,,,,
,1,,,Wkwk itu coretax aja budgetnya berapa kali deepseek hasilnya gimana dah itu,,,,,,,,,,,,,
,1,,,Luhut Sebut Indonesia Mau Bikin Teknologi Mirip DeepSeek https://t.co/gGHvEBwj8y,,,,,,,,,,,,,
,,1,,Gw bbrp kali bikin pusing deepseek yg akhirnya gak dapet jawaban. Tp stlh rephrase prompt nya gw dpt jawaban yg lebih bagus dan detail. Ya mmg hrs di konfirmasi ulang dan cek logika pakai pengalaman mu.,,,,,,,,,,,,,
,1,,,Asal kata Anagata Deepseek = bahasa Jepang ChatGPT = bahasa Sansekerta,,,,,,,,,,,,,
,1,,,@susipudjiastuti Twingky-wingky deepseek lala...,,,,,,,,,,,,,
,1,,,@susipudjiastuti DeepSeek 24 M Coretax 1 2 T AI Luhut berapa harganya ?????,,,,,,,,,,,,,
,1,,,my highest profit for NVDA is 35%. kemarin NVDA sempet turun karena ada deepseek tp hari ini dah profit 22.5% lagi. emg saham bluechip amerika ok banget,,,,,,,,,,,,,
,1,,,@kemgelapan App yg mirip dengan deepseek mungkin namanya Ndasmu,,,,,,,,,,,,,
,,1,,@TheHanindito Kalaupun iya aku yakin itu download source Deepseek yang open-source lalu dimodifikasi. Orang kita belum sehebat itu.,,,,,,,,,,,,,
1,,,,Negara FOMO Coretax aja minta bikin dari luar kok mau bikin DeepSeek.,,,,,,,,,,,,,
,1,,,@cnbcindonesia wkwkgw msh inget dia dulu bilang ini pas ada coretax ancur gw baru ngeh salah satunya ini yg mau dibereskan ? oh ternyata anak muda ahli IT dari luar negeri yg ditantang. skg latah mau buat deepseek ? makany org wktu ny pensiun itu udh gk usah urus negara main ama cucu aja https://t.co/0V3W7SD4Bs,,,,,,,,,,,,,
,1,,,Bikin corwtax aja begitu ini mau bikin semodel DeepSeek/ChatGPT.,,,,,,,,,,,,,
,1,,,Hilihhh paling juga wrapper dari API-nya deepseek kan open source wkwk Terus tinggal dikasih blocker aja kalo ada yang nanya seputar Pemerintah jawabannya ini https://t.co/HCaWWVjlyg,,,,,,,,,,,,,
,,,1,@cnbcindonesia kocak modal API deepseek doang,,,,,,,,,,,,,
,,,1,@CNNIndonesia Luhut lagi bikin Tupoksinya sendiri. 1) Cawe2 promosikan &amp; dorong pemakaian CoreTax. Hasilnya? Mempersulit para pembayar pajak. 2) Skrg lg ber-halusinasi bikin Aplikasi AI versi Tim LBP utk saingi ChatGPT &amp; DeepSeek 3) Jabat Menkomarinvest gak ada capaiannya. 4) Sbg Ketua DEN?,,,,,,,,,,,,,
,1,,,ngapain bilang mirip deepseek kalo pake deepseek itu sendiri,,,,,,,,,,,,,
,,,1,DeepSeek itu cuma habis 100M. Noh CoreTax @DitjenPajakRI @KemenkeuRI habis 1.2T sukses bikin pening orang senegara. Orang ini pernah ngomong berdasarkan BigData Pemilu perlu ditunda. Jika orang2 seperti ini yg input info ke Pak @prabowo maka memang #IndonesiaGelap,,,,,,,,,,,,,
,,,1,Jika di bandingkan dengan O3 dan DeepSeek R1,,,,,,,,,,,,,
,1,,,@tegalfess Ngomong sma chat gpt/deepseek trs ketik anda berperan sebagai sahabat saya sebelum curhat atau ngomong,,,,,,,,,,,,,
,1,,,@SapoHayo @cnbcindonesia Gampang ms tinggal pake APInya deepseek tinggal ubah deh UInya sesuai selera pejabrut edit dikit namanya jadi apa gitu nama nama kesukaan pejabrut Garuda AI atau AI Merah Putih selesai,,,,,,,,,,,,,
,1,,,bisa kan DeepSeek uda kasih tau caranya.. DeepSeek Wrapper,,,,,,,,,,,,,
,1,,,@PintuKarat Coretax aja anggarannya segede itu apalagi kek DeepSeek. Mau motong dari sektor mana lagi dah tuh si labubu,,,,,,,,,,,,,
,1,,,@susipudjiastuti Kemoncolen omongannya... Cuma mau ngabisin duwit negara saja. DeepSeek : biaya pengembangan cuma 96 M.. SUKSES ChatGPT-4. dengan biaya 1T... SUKSES BESAR CoreTax dari negeri omon-omon biayanya 1 3T hasilnya TROUBLE,,,,,,,,,,,,,
,1,,,deepseek r1 di openrouter lebih pinter anjirr,,,,,,,,,,,,,
,1,,,Antara deepseek dan chatGPT mana satu lebih power menulis ?,,,,,,,,,,,,,
,1,,,@nrednos kita buat aplikasi mirip deepseek ...dalemnya pake openai,,,,,,,,,,,,,
,1,,,mau bikin setara deepseek,,,,,,,,,,,,,
,1,,,@Juansems Solo Deepseek lokz,,,,,,,,,,,,,
,1,,,Ada pemirsa yang sudah pakai artificial intelligence AI? #Chery #DeepSeek #artificialintelligence #AI #kecerdasanbuatan #OpenAI Chery Gandeng DeepSeek : Mendefinisikan Ulang Ekosistem Interaksi AI Robot Aimoga https://t.co/INIXPQBnIY lewat @ipanase,,,,,,,,,,,,,
,1,,,walakhh data aja sering keheck anj gegayaan mau buat AI kek Deepseek wkwkwkwk,,,,,,,,,,,,,
,1,,,Cuy researcher elu aja ga dihargain di dalam negeri gmn mau bikin aplikasi seboombastik deepseek ya bisa sih pake API,,,,,,,,,,,,,
,1,,,Opera Menambah Integrasi Model DeepSeek R1 Pada Opera Developer https://t.co/XBrIMpq9Cg https://t.co/bzUsFQiWCa,,,,,,,,,,,,,
,1,,,Jitni der mein deepseek jawab deta hai utni der mein to mera question hi badal jaata hai..,,,,,,,,,,,,,
,1,,,@susipudjiastuti Lanjut Bobok Buk. Udah Malam RI mau bikin Aplikasi Mirip DeepSeek? Udah biasa hanya Kebalikannya saja. https://t.co/uDbeYhids5,,,,,,,,,,,,,
,1,,,@insaanatoulmaa Tu prl comme DeepSeek ptn,,,,,,,,,,,,,
,1,,,Bikin coretax aja dikasih 1.3T terus ga becus lagi mau mauan bikin kayak deepseek. Ngincer proyekannya doang ini mah. Benerin dulu noh coretax.,,,,,,,,,,,,,
,1,,,@goldyhennessy Wkwkwkw lha iya coretax aja harga segitu ga bs apa2 pake sok sok an buat deepseek...,,,,,,,,,,,,,
,1,,,dia kira DeepSeek itu tentang aplikasi,,,,,,,,,,,,,
,1,,,@hnirankara Jadi gini ya Indo itu kalo soal modal kapital ga kurang kok. Kalo chatgpt bisa dibeli Indo mampu beli kok. Tapi masalahnya ada di sdm bukan ga pinter tapi ga ada. Karena ga di hargai. 1T bisa jadi chat gpt 80an M jadi deepseek di Indo 1T ga jadi apa2,,,,,,,,,,,,,
,1,,,PLEASEEE STOPPP URUSIN CORETAX AJA LU PADA GA MAMPU APALAGI SEKELAS DEEPSEEK,,,,,,,,,,,,,
,1,,,Tanggungjawab yg kemaren banding2in coretax sama deepseek jadi kaya dikasih ide mereka,,,,,,,,,,,,,
,1,,,@cnbcindonesia Kejauhan klo mau nyaingi deepseek dan chat gpt hut... Bikin coretax aja ga becus pdhal sudh habiskan dana negara 1 3 Trilyun..... AI Ndasmu !!,,,,,,,,,,,,,
,1,,,Siap Tandingi ChatGPT dan DeepSeek? Luhut Ungkap Indonesia Sedang Kembangkan AI Lokal https://t.co/kMdTtb13Rp,,,,,,,,,,,,,
1,,,,Tai macam coretax aja banyak bug ini mau bikin macam deepseek????,,,,,,,,,,,,,
,1,,,@cnbcindonesia beli domain https://t.co/FmDuHpIY3d install centos pasang gpu install ollama implementasi deepseek. done.,,,,,,,,,,,,,
,1,,,@cnbcindonesia coretax aja ngawur gayanya mau bikin deepseek luhut pula yg ngomong,,,,,,,,,,,,,
,1,,,dulu coli pake bukit algoritma kemarin bikin coretax habisin 2 triliun appsnya kek anak SMK ga lulus 3x. sekarang mau bikin deepseek? ngomong tuh sama peler ganjil prabowo,,,,,,,,,,,,,
1,,,,kaga usah ngadi ngadi ya pantek. pukimak kalian semua. gila gua dah capek banget liat tingkah lu pada babi. deepseek deepseek mulut lo gua deepthroat anjeng,,,,,,,,,,,,,
,1,,,Program program instansi aja gagal sok-sokan mau bikin deepseek,,,,,,,,,,,,,
,1,,,@hrdbacot dan sebenernya bukan aplikasi juga sih yg penting dari DeepSeek... atau mungkin justru itu cuma mau bikin interface yg sama persis terus pakai API Deepseek/OpenAI?,,,,,,,,,,,,,
,1,,,Coretax yg ancur gt 1 5T Bikin AI mirip Deepseek bisa berapa yak,,,,,,,,,,,,,
,1,,,@cnbcindonesia ga usa ngayal² coretax klen bahasa programmingnya aj belibet masih banyak celah retas gak presisi ato emg di sengaja lu buat begitu karena lu lagi londri blom abis? mau nyaingin deepseek? wkwkwk hadeh kelarin excel dulu gih yg ringan2 dulu,,,,,,,,,,,,,
1,,,,ngurus coretax aja tolol mau sok sokan bikin kaya deepseek udh gila anjg,,,,,,,,,,,,,
,1,,,Awkawkawk Indon dari dulu bacot doang mau bikin silicon valley di bukit algoritma aja zonk. Yg masi anget tuh coretax bapuk sok-sokan mau bikin deepseek,,,,,,,,,,,,,
,1,,,CCTV melaporkan Ma bagaimanapun tidak disebut sebagai peserta acara tersebut yang dihadiri Ketua Pegawai Eksekutif (CEO) termasuk Huawei BYD Tencent dan DeepSeek yang telah menggegarkan dunia teknologi kecerdasan buatan (AI).,,,,,,,,,,,,,
,1,,,Kejaksaan Kalo Bisa Maju Kenapa Mundur #IndonesiaGelap Medua DeepSeek https://t.co/mL5Y5fGHBH,,,,,,,,,,,,,
,1,,,@plisitin @ripbotttt Di panggil sm deepseek ke ruangannya,,,,,,,,,,,,,
,1,,,@hrdbacot Seenggaknya bisa realisasikan pencairan beberapa T. Coding? No deepseek open source tinggal copas ganti nama ‍️,,,,,,,,,,,,,
,1,,,@cnbcindonesia Ibarat jadi die beli aja deepseek di kasih label yg ada nama sejarah indonesianya ...tapi sebelumnya ngajuin anggaran dulu 16.5T,,,,,,,,,,,,,
,1,,,Besar banget omongannya heran. Coretax aja yg modelan website masih ancur gimana DeepSeek yg basic-nya Machine Learning yg bisa memprogram sendiri based on data. Naik tangga itu satu² gabisa langsung loncatin 10 anak tangga. Kalo merasa tertinggal ya tinggal naiknya yg gercep.,,,,,,,,,,,,,
,1,,,Luhut Ungkap Rencana Kembangkan AI Lokal Siap Tandingi ChatGPT dan DeepSeek? https://t.co/XeCWCYvdQA,,,,,,,,,,,,,
,1,,,ndasmu deepseek kek ngerti aja,,,,,,,,,,,,,
,1,,,halah coretax aja gajelas babi sok2an bikin deepseek. deepthroat kali,,,,,,,,,,,,,
,,1,,@hrdbacot OWKWOWKWOWKK MAUU BUAT AI KAYAA DEEPSEEK?!!!!!,,,,,,,,,,,,,
,1,,,gue jamin ini cuma another wrapper aja. base modelnya ya ngambil dr yg udah ada. China bs bikin Deepseek semurah itu krn investasi mereka di R&amp;D dr gov &amp; swasta yg nilainya besar selama 20 tahun terakhir. masa mau bandingin sama negara yg budget R&amp;Dnya 0 2%GDP,,,,,,,,,,,,,
,1,,,@cryptondo Aplikasi coretax aja kek taikkk jauh amat ngomong deepseek wkkwkwkwkwkwkw,,,,,,,,,,,,,
,,1,,Dengan in akan ku seru bantuan Co-Pilot &amp; Deepseek &amp; ChatGPT lesgo!,,,,,,,,,,,,,
1,,,,Jadi pemerintah kok pengenan fomo gak jelas. Liat coretax abisin anggaran lebih banyak dr deepseek ae bermasalah terus ini malah gegayaan mau bikin yg sejenis. Yang penting penting dulu aja lah kontol,,,,,,,,,,,,,
,1,,,@cnbcindonesia Deepseek doang mah sepele. https://t.co/9C7Uq2NAdO,,,,,,,,,,,,,
,1,,,@abd_jabbar @NewsBFM Kalo deepseek lagi murah,,,,,,,,,,,,,
,1,,,@cnbcindonesia Coretax aja tuh lu beresin dulu. Mau bikin aplikasi mirip deepseek tapi anggaran nya 2T ya pak.,,,,,,,,,,,,,
,1,,,@worksfess saranku belajar pake AI nder. Gemini / ChatGPT / Deepseek itu aset skill yang bakal high demand kedepannya.,,,,,,,,,,,,,
,1,,,aplikasi karya dalam negeri yang bisa menyandingi deepseek,,,,,,,,,,,,,
,1,,,@txtdarisugab @cnbcindonesia depannya aplikasi lain belakangnya ngeprompt ke deepseek,,,,,,,,,,,,,
,1,,,Coretax harga diatas DeepSeek aja ancur. Lawak juga si Lord,,,,,,,,,,,,,
,1,,,bahkan di China yang negara komunis aja DeepSeek dibuat sama pihak swasta yaa lah ini kenapa disini jadi pemerintah latah ikutan bikin???,,,,,,,,,,,,,
,1,,,Generative ai seperti deepseek dan sejenisnya itu ada karena mencuri data dan membayar upah pekerja semurah mungkin dengan minim perlindungan kerja.... Tapi pemerintah mental maling udah biasa kali yaaa,,,,,,,,,,,,,
,1,,,@plisitin @ripbotttt deepseek deepseekan ngantri gas,,,,,,,,,,,,,
,1,,,Anak kelas 6 SD punya PR matematika peluang saya suruh jawab dgn bantuan Deepseek dengan fitur Deepthink ternyata masuk bab conditional probability Karena saya ga tau dgn pasti rumusnya seperti apa saya tanya ulang ke Meta AI dan Gemini. Hanya jawaban meta yg berbeda,,,,,,,,,,,,,
,,1,,@cnbcindonesia Angaran paling mahal dari chat gpt deepseek jadi Coretax ga jelas. Indo indo mimpi Indonesia emas,,,,,,,,,,,,,
,1,,,Koriya malah lagi membatasi app Deepseek ini dengan investigasi mendalam terkait pelanggaran informasi pribadi. Emang indon selalu selangkah ke belakang,,,,,,,,,,,,,
,1,,,@affandymurad @AnthropicAI @GeminiApp @deepseek_ai @MSFTCopilot @grok @QwenAI_ Boleh nanti aku coba makasi recommendnya,,,,,,,,,,,,,
1,,,,@dhearaniasti @cnbcindonesia China sadar generasi muda itu aset negara yg harus disiapkan udah dr berapa tahun lalu la Indonesia malah mau bodohin generasi berikutnya gmn mau bikin DeepSeek kalo pendidikan aja bukan prioritas pemrentah.,,,,,,,,,,,,,
,1,,,Sekalian pak aplikasi jodoh love and deepseek,,,,,,,,,,,,,
,1,,,@cnbcindonesia Tinggal jalanin deepseek di local ygy,,,,,,,,,,,,,
,1,,,@hrdbacot Deepseek tapi sistemnya kaya google form paling,,,,,,,,,,,,,
,1,,,eh kok timingnya mirip banget dengan tadi siang Deepseek release tweet paper NSA. topiknya juga sama handling Long-Context,,,,,,,,,,,,,
,1,,,@cnbcindonesia OMON OMON Sebelumnya BIG DATA Sekarang DeepseeK NDASMU,,,,,,,,,,,,,
,1,,,@dhearaniasti @cnbcindonesia kek paham aja dia DeepSeek apaan,,,,,,,,,,,,,
,1,,,@hrdbacot Mana abis berapa kali lipat modal DeepSeek tuh kemarin?,,,,,,,,,,,,,
,1,,,@snowysummer_ cc opung hire me saya bisa bikin deepseek sendiri. mayan 1T cuma cuma :v,,,,,,,,,,,,,
,1,,,@cnbcindonesia Bikin coretax aja bermasalah + outdated sok-sokan deepseek,,,,,,,,,,,,,
,1,,,@bopduana Deepseek untuk jadi penunjuk arah. https://t.co/B6HmyVtIEL,,,,,,,,,,,,,
,1,,,Si KOCAK CORTEX aja belepotan cuma ngabisin anggaran sok sok mau biki apps kek DeepSeek. Eh Luhut lagu lama lo udah ketauan semua lu cuma mau ngabisin anggaran Dan gua yakin gk semua anggaran keserap semua!,,,,,,,,,,,,,
,1,,,@cnbcindonesia Heeee dulu musim metaverse ikut aktivasi pake video skrg mau deepseek tapi outaourcing mungkin kuitansi ganda ya pak,,,,,,,,,,,,,
1,,,,opung siji iki lak kemalan latah dan fomo padahal onok seng luweh penting lho hak dasar hidup layak masyarakat Indonesia iki lho mbah durung terpenuhi iso2ne ngayal kate nggae deepseek benerno sek iki hak2 dasar hidup layak masyarakat Indonesia #IndonesiaGelap,,,,,,,,,,,,,
,,,1,@plisitin @ripbotttt Gak boleh mandang deepseek,,,,,,,,,,,,,
,,,1,RUU Kejaksaan Perbesar Penyalahgunaan Kewenangan?! @mohmahfudmd @Liputan6SCTV @DPR_RI #fypシ #UUkejaksaan #kejaksaanabsolutpower #IndonesiaGelap Deepseek V3 #SaudiArabia Danantara Ndasmu Permainan Opini Jahat $RON #Its_DK_Time https://t.co/wl6YQrydrg,,,,,,,,,,,,,
,,,1,aplikasi pajak yang trilyunan aja bermasalah apalagi mau bikin deepseek wkwkwk. sudahlah dah pak.,,,,,,,,,,,,,
,,,1,modal utamanya cuman 3 human resource (FE dev) CDN API Deepseek ini modalnya bisa habis 1.5 trilliun pak 500M lagi buat bapak bagi2 di internal,,,,,,,,,,,,,
,,,1,Cermati!!!!...RUU Kejaksaan.... @republikaonline @rmol_id #fypシ #UUkejaksaan #kejaksaanabsolutpower #IndonesiaGelap Deepseek V3 #SaudiArabia Danantara Ndasmu Permainan Opini Jahat $RON #Its_DK_Time https://t.co/ZAPYwzkEsd,,,,,,,,,,,,,
,1,,,@cnbcindonesia Cukup gaji buzzer udah setara aplikasi deepseek... Sumpah. Lo merasa bener mereka menganggap opini mereka paling bener.,,,,,,,,,,,,,
,1,,,@Spiderrtruck mau bikin aplikasi mirip deepseek ngaca dulu ga sih,,,,,,,,,,,,,
,1,,,@arinaristia @hrdbacot Sengaja ditulis DeepSheet biar lebih mirip plesetannya DeepSeek walaupun dibacanya ya DeepShit.,,,,,,,,,,,,,
,1,,,saya bisa bikin dalam 1 malam pak fitur sama kayak Deepseek AI nya juga 100% sama kayak Deepseek R1. 2 Triliun lah boleh,,,,,,,,,,,,,
,1,,,Mau bikin distilled version dari @deepseek_ai ?,,,,,,,,,,,,,
1,,,,Itu website pemerintahan aja pd jelekkk pak ya allah coretax aja triliunan tp hasilnya mbledes eh malah sok mau bikin ala2 deepseek,,,,,,,,,,,,,
,1,,,BREAKING: Grok3 xAI mengungguli DeepSeek dan ChatGPT dalam efisiensi pembelajaran science match &amp; coding.‼️ https://t.co/tpeDGNeLXD,,,,,,,,,,,,,
1,,,,Korea Selatan Tuding DeepSeek Berbagi Data Pengguna dengan ByteDance https://t.co/JJv9YwbFdM,,,,,,,,,,,,,
,,1,,@cnbcindonesia China bisa membangun Deepseek karena talent lokal (baca: professor/ ilmuwan/researcher) pada pulang ke China waktu era pertama Trump. Apakah Indonesia bisa melakukan yg sama sedangkan efisiensi APBN malah bikin talent lokal #KaburAjaDulu,,,,,,,,,,,,,
,1,,,Klo mirip Deepseek bearti ntar namanya Tinky Winky kalo gak Lala atau Po.,,,,,,,,,,,,,
,1,,,Nampaknya Le Chatnya @MistralAI adalah project strategia nasional 🇫🇷. Soalnya diendorse presidennya. Kita di 🇮🇩 gimana? Bikin generative #AI model &amp; apps yang fungsional seperti Deepseek chatGPT &amp; Le Chat butuh daya listrik masif yg umumnya hanya disediakan PLTN,,,,,,,,,,,,,
,1,,,isu deepseek yang masuk ke dalam dunia ai sekarang tengah kecoh..mana tak nya dalam sehari je tech sector kat down jones kena flush dek kerana this company.. Deekseek Vs ChatGPT..Antara peluang dan risiko..Apa yang berlaku sekarang ni? https://t.co/igSAbCtyRX,,,,,,,,,,,,,
,,,1,@andricuanterus gw rasa dah kelewat banyak altcoin dah new ath meme season udah ai season udah (yg pd akhirnya dilahap deepseek) mau berharap apa lg di cycle ini? ga sempet take profit kah?,,,,,,,,,,,,,
1,,,,Padahal kemaren yg dijelek jelekin buzzer US itu deepseek eh yg bocor openai wkwk,,,,,,,,,,,,,
,,,1,@godbless_lema China inashinda vita vya 3 vya dunia bila kupoteza askari. Marekani inaamkia kimbizana na Tik Tok Huawei ... too late Deepseek iko barabarani. WaUSA jitoeni tu nafasi za kimataifa Wachina watazijazia kimya kimya. Ila WaUSA wawe makini. wasijeachiwa maganda ma$$ wakiondoka.,,,,,,,,,,,,,
,,,1,USA: Open AI China: Deepseek AI India : https://t.co/MpIseSz5eV,,,,,,,,,,,,,
,,,1,China ge Deepseek ge server thah furi khidhumathah burooaraifi https://t.co/yxq1OMiUka,,,,,,,,,,,,,
,,,1,USA: Open AI China: Deepseek AI India : https://t.co/k9ghHLhh6F,,,,,,,,,,,,,
,,,1,USA: OpenAi China : Deepseek India : https://t.co/x21ycAAWsI,,,,,,,,,,,,,
,,,1,@profesor_saham Gw yakin semua WP Indonesia yg lolos coretax ini pasti direkrut @Google @Microsoft @Tesla @Meta @deepseek_ai @OpenAI untuk kerja sm mereka,,,,,,,,,,,,,
,1,,,keuntungan dapat m3 pro adalah bisa merasakan deepseek-r1 14B di local ditambah integrasi ke vscode,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai add me dadyy H7Wazh9fjdVKmxfJDeUMjVPFuYjB3cz71njwFYdaYaiK https://t.co/OylluStbq7,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai H7Wazh9fjdVKmxfJDeUMjVPFuYjB3cz71njwFYdaYaiK,,,,,,,,,,,,,
,,,1,ada suka makan musang king tupai king duri hitam dll... pernah cuba durian #Kijal? #ai #chatgpt #deepseek #mistral #gemini #btc https://t.co/Lbo9M5xcOW,,,,,,,,,,,,,
,,1,,Seni bertanya + DeepThink-nya DeepSeek seru bingits. Alias kocak ih mikir lho diaa ih pinter,,,,,,,,,,,,,
,1,,,@DeddyDjumadi4 Udah saya uninstall DeepSeek nya bang.. Sekarang tinggal aplikasi ini aja https://t.co/4OmsJAOwiV,,,,,,,,,,,,,
1,,,,Kenapa ya kalau lagi main hp tiba² kamera saya nyala. Tanda titik hijau di pojok kanan layar hidup. Kayaknya ada yang ngehack atau mantau hp saya. Saya curiga sejak saya instal DeepSeek di hp hp suka nyala pemberitahuan kameranya hidup. Ada yang ngalamin hal yang sama?,,,,,,,,,,,,,
,,,,@kanyewest Kanye is dead,,,,,,,,,,,,,
,1,,,@niconicodotai @deepseek_ai JAYKAr3giRmAhQw1TuGGJJbhXCLWohb3Dfit6svbxYo9,,,,,,,,,,,,,
,1,,,@Abdullah_060679 @BayuAngora Pantesan semua penemu itu hafal quran. Dan katanya pencipta deepseek hafal 30 juz. Masya allah,,,,,,,,,,,,,
,1,,,Senator AS Usulkan Larangan DeepSeek Pengguna Bisa Didenda hingga Rp16 Miliar https://t.co/6g7rFOPJj3,,,,,,,,,,,,,
,1,,,Deepseek lagi sibuk terus.,,,,,,,,,,,,,
,1,,,Kehadiran DeepSeek perusahaan kecerdasan buatan atau artificial intelligence generatif asal China mengusik dominasi Amerika Serikat di bidang itu. Lalu bagaimana dengan Indonesia di tengah pertarungan dua gajah itu? #BahasPeristiwa #AdadiKompas https://t.co/jqqFm3Vs8V,,,,,,,,,,,,,
,1,,,Sahabat Sonora Anda tim Chat GPT atau DeepSeek? #Polling #SonoraHariIni Streaming: https://t.co/tyUJIxoQh7 https://t.co/g6vG2sUxol,,,,,,,,,,,,,
1,,,,Tips buat pegawai pajak kalau ada yg ngasih berita ini jawabnya gini aja: Deepseek juga sering error kok. Namanya juga bikinan manusia,,,,,,,,,,,,,
,1,,,AI Amerika keok oleh AI buatan China namanya DeepSeek #shorts https://t.co/f5i3JSBpdR via @YouTube,,,,,,,,,,,,,
,1,,,@falla_adinda @amasna Coba deh tanya deepseek nomer telp dia.,,,,,,,,,,,,,
,1,,,Korsel Ambil Tindakan terhadap Startup AI Tiongkok DeepSeek ️ Kementerian Luar Negeri Korea Selatan menyatakan pada Kamis (6/2) bahwa langkah ini diambil karena kekhawatiran soal keamanan. https://t.co/aLWhBP2xoJ,,,,,,,,,,,,,
1,,,,baru coba ngobrol kok busy ... @deepseek_ai .. how come? https://t.co/ogBvUq8RXs,,,,,,,,,,,,,
,1,,,Baru-baru ini Kepala Protokol @AutonomysNet @FutureDies berbagi wawasan ttg @deepseek_ai utk @KitcoNewsNOW. DeepSeek guncang lanskap AI dg tawarkan alternatif berkecepatan tinggi &amp; berbiaya rendah dibandingkan raksasa AI tradisional Ini membuka peluang bagi pemain kecil. #AI3,,,,,,,,,,,,,
,1,,,DeepSeek = USD 6 Juta. US = membangunkan model AI kos rendah s1 dengan bajet kurang daripada USD 50.00 (dalam RM 250.00 lebih) Nampaknya dengan bajet yang jauh lebih kecil penyelidik AS mampu menghasilkan model yang hampir setanding. https://t.co/e3RSg8FMlU,,,,,,,,,,,,,
,1,,,Udah lama pengen punya podcast bahas teknologi. I think it's time. Episode 1 sama @amasna . Semoga suka DeepSeek. 1 aplikasi bisa menjatuhkan 1 bursa saham? https://t.co/FjcXH6MO9F,,,,,,,,,,,,,
,1,,,Will @deepseek_ai Follow @OpenAI path or remain #open? #AI #DeepSeek #AInews #OpenAI #TechNews #OpenSourceVsCloseAIhttps://youtu.be/K0-KLMLK7Bc?si=23dix8PkHvu892pR via @YouTube,,,,,,,,,,,,,
,,1,,Ahhh DeepSeek kamu Oke banget untuk DeepThink nya.... Tapi kenapa servermu sering penuh!!!,,,,,,,,,,,,,
,1,,,@kompascom coretax lebih AI dr deepseek AI,,,,,,,,,,,,,
1,,,,Biaya Pembuatan Coretax Disebut Lebih Mahal dari Deepseek tapi Sering Error https://t.co/DDHmqpEeJA,,,,,,,,,,,,,
,1,,,Lawan DeepSeek! Google Rilis Gemini 2.0 bisa Coding Sampai Nulis Puisi! https://t.co/sqMvGQAlK3,,,,,,,,,,,,,
,1,,,China Pertanyakan Sejumlah Negara Tutup Pemakaian DeepSeek demi Keamanan Data https://t.co/BRauQtUjTg,,,,,,,,,,,,,
,1,,,Just in #technology: DeepSeek Shock Memicu Taruhan Bullish pada Saham Teknologi Murah China. Selengkapnya: https://t.co/wGu2c8OsP0. #Pomodo #ChinaTech #Investing #BullMarket,,,,,,,,,,,,,
